list-none-m,4,100,1,1200,278482,232
list-none-s,4,100,1,1200,257551,214
list-none-m,4,500,1,6000,2386734,397
list-none-s,4,500,1,6000,2340796,390
list-none-m,4,1000,1,12000,9260089,771
list-none-s,4,1000,1,12000,9273388,772
list-none-m,8,1,1,24,277044,11543
list-none-s,8,1,1,24,450445,18768
list-none-m,8,10,1,240,290219,1209
list-none-s,8,10,1,240,471195,1963
list-none-m,8,100,1,2400,677580,282
list-none-s,8,100,1,2400,512609,213
list-none-m,8,500,1,12000,5140086,428
list-none-s,8,500,1,12000,5169770,430
list-none-m,8,1000,1,24000,18069803,752
list-none-s,8,1000,1,24000,19226442,801
list-none-m,12,1,1,36,474766,13187
list-none-s,12,1,1,36,580529,16125
list-none-m,12,10,1,360,647758,1799
list-none-s,12,10,1,360,578551,1607
list-none-m,12,100,1,3600,880925,244
list-none-s,12,100,1,3600,584063,162
list-none-m,12,500,1,18000,7303801,405
list-none-s,12,500,1,18000,20411453,1133
list-none-m,12,1000,1,36000,27206982,755
list-none-s,12,1000,1,36000,32353343,898
list-none-m,16,1,1,48,648645,13513
list-none-s,16,1,1,48,533837,11121
list-none-m,16,10,1,480,502940,1047
list-none-s,16,10,1,480,476230,992
list-none-m,16,100,1,4800,827339,172
list-none-s,16,100,1,4800,959169,199
list-none-m,16,500,1,24000,9561059,398
list-none-s,16,500,1,24000,18166282,756
list-none-m,16,1000,1,48000,35658565,742
list-none-s,16,1000,1,48000,56334881,1173
list-none-m,24,1,1,72,1097674,15245
list-none-s,24,1,1,72,743841,10331
list-none-m,24,10,1,720,891699,1238
list-none-s,24,10,1,720,996293,1383
list-none-m,24,100,1,7200,1459488,202
list-none-s,24,100,1,7200,1606289,223
list-none-m,24,500,1,36000,14628313,406
list-none-s,24,500,1,36000,19786044,549
list-none-m,24,1000,1,72000,53959585,749
list-none-s,24,1000,1,72000,78619885,1091
